?,Ce-Lolt Manim,1,paratis-leader1.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Si-Tern Mimilam,1,paratis-leader2.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Ve-Harr Sulmuq,1,paratis-leader3.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Si-Cap Sarzaram,1,paratis-leader4.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Si-Xep Hiburupk,1,paratis-leader1.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Ja-Hilt Mulham,1,paratis-leader2.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Li-Pux Rilcuck,1,paratis-leader3.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Si-Tern Sorocan,1,paratis-leader4.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Ce-Sim Suhalcuq,1,paratis-leader1.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Xa-Colx Tikamum,1,paratis-leader2.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Ke-Gon Lirip,1,paratis-leader3.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Ve-Karn Murop,1,paratis-leader4.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Hu-Sim Homil,1,paratis-leader1.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Se-Cern Pibarwipk,1,paratis-leader2.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Ca-Rilr Lavahipk,1,paratis-leader3.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Se-Gox Hunick,1,paratis-leader4.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Mo-Zak Vapopt,1,paratis-leader1.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Ti-Kalr Mopacock,1,paratis-leader2.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Mo-Zak Hiburupk,1,paratis-leader3.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Ce-Vux Suvack,1,paratis-leader4.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Ka-Lut Sakkik,2,paratis-diplomat1.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Ce-Lolt Sulmuq,2,paratis-diplomat2.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Ve-Virm Subax,2,paratis-diplomat3.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Ko-Karn Tilwul,2,paratis-diplomat4.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Ci-Ran Nipwar,2,paratis-diplomat1.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Ca-Rilr Suhalcuq,2,paratis-diplomat2.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Je-Varr Sasupk,2,paratis-diplomat3.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Cip-Cern Cisukuc,2,paratis-diplomat4.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Ta-Cerr Cisuvic,2,paratis-diplomat1.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Ge-Lalk Sutupk,2,paratis-diplomat2.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Si-Xep Tarkit,2,paratis-diplomat3.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Di-Sek Norbowit,2,paratis-diplomat4.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Ce-Solr Sulmuq,2,paratis-diplomat1.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Ci-Xer Likolic,2,paratis-diplomat2.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Xe-Verk Sutupk,2,paratis-diplomat3.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Ke-Xerl Pibarwipk,2,paratis-diplomat4.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Ke-Gon Pibarwipk,2,paratis-diplomat1.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Di-Sek Pibarwipk,2,paratis-diplomat2.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Ca-Pun Kavivom,2,paratis-diplomat3.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Po-Kem Lusux,2,paratis-diplomat4.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Se-Dalm Sulmuq,3,paratis-diplomat1.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Bi-Bux Sulmuq,3,paratis-diplomat2.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Si-Tern Ticruwox,3,paratis-diplomat3.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Lu-Zom Tilwul,3,paratis-diplomat4.png,paratis,?,?,?,?,?,?,?,?,?,?,?
?,Ce-Xot Suvack,3,paratis-diplomat1.png,paratis,?,?,?,?,?,?,?,?,?,?,?
