?,Dilpo Agev,1,atuuk-leader1.png,atuuk,?,?,?,?,?,?,?,?,?,?,?
?,Gikre Agne,1,atuuk-leader2.png,atuuk,?,?,?,?,?,?,?,?,?,?,?
?,Avlu Eluta,1,atuuk-leader3.png,atuuk,?,?,?,?,?,?,?,?,?,?,?
?,Hag Keged,1,atuuk-leader4.png,atuuk,?,?,?,?,?,?,?,?,?,?,?
?,Avne Muvne,1,atuuk-leader1.png,atuuk,?,?,?,?,?,?,?,?,?,?,?
?,Ata Ukdi,1,atuuk-leader2.png,atuuk,?,?,?,?,?,?,?,?,?,?,?
?,Gegni Vogavn,1,atuuk-leader3.png,atuuk,?,?,?,?,?,?,?,?,?,?,?
?,Koss Gikde,1,atuuk-leader4.png,atuuk,?,?,?,?,?,?,?,?,?,?,?
?,Koggi Orug,1,atuuk-leader1.png,atuuk,?,?,?,?,?,?,?,?,?,?,?
?,Viks Selpo,1,atuuk-leader2.png,atuuk,?,?,?,?,?,?,?,?,?,?,?
?,Gakbe Hod,1,atuuk-leader3.png,atuuk,?,?,?,?,?,?,?,?,?,?,?
?,Gegne Oksss,1,atuuk-leader4.png,atuuk,?,?,?,?,?,?,?,?,?,?,?
?,Elpu Vugg,1,atuuk-leader1.png,atuuk,?,?,?,?,?,?,?,?,?,?,?
?,Gegna Voguge,1,atuuk-leader2.png,atuuk,?,?,?,?,?,?,?,?,?,?,?
?,Elga Kettihli,1,atuuk-leader3.png,atuuk,?,?,?,?,?,?,?,?,?,?,?
?,Gilti Agev,1,atuuk-leader4.png,atuuk,?,?,?,?,?,?,?,?,?,?,?
?,Dis Snule,1,atuuk-leader1.png,atuuk,?,?,?,?,?,?,?,?,?,?,?
?,Hag Nelpplgn,1,atuuk-leader2.png,atuuk,?,?,?,?,?,?,?,?,?,?,?
?,Dalbo Vogux,1,atuuk-leader3.png,atuuk,?,?,?,?,?,?,?,?,?,?,?
?,Higlo Rernex,1,atuuk-leader4.png,atuuk,?,?,?,?,?,?,?,?,?,?,?
?,Gavne Snalogiki,2,atuuk-diplomat1.png,atuuk,?,?,?,?,?,?,?,?,?,?,?
?,Gikli Ugne,2,atuuk-diplomat2.png,atuuk,?,?,?,?,?,?,?,?,?,?,?
?,Gavna Zulalppe,2,atuuk-diplomat3.png,atuuk,?,?,?,?,?,?,?,?,?,?,?
?,Kigle Snam,2,atuuk-diplomat4.png,atuuk,?,?,?,?,?,?,?,?,?,?,?
?,Koggi Zulikagom,2,atuuk-diplomat1.png,atuuk,?,?,?,?,?,?,?,?,?,?,?
?,Korba Sidiss,2,atuuk-diplomat2.png,atuuk,?,?,?,?,?,?,?,?,?,?,?
?,Gegne Tugne,2,atuuk-diplomat3.png,atuuk,?,?,?,?,?,?,?,?,?,?,?
?,Hegli Sule,2,atuuk-diplomat4.png,atuuk,?,?,?,?,?,?,?,?,?,?,?
?,Keskululpi Taltitittalti,2,atuuk-diplomat1.png,atuuk,?,?,?,?,?,?,?,?,?,?,?
?,Ivlo Kugno,2,atuuk-diplomat2.png,atuuk,?,?,?,?,?,?,?,?,?,?,?
?,Nalbu Vehli,2,atuuk-diplomat3.png,atuuk,?,?,?,?,?,?,?,?,?,?,?
